inn,name,revenue_year,revenue,segment_tag,source,okved_main,employees,site,description,region,contacts,rating_ref
7701677234,AGT Communications,2020.0,19378000.0,communication,https://companies.rbc.ru/,70.10.1,2  сотрудника,https://www.agt-agency.ru/,"AGT Communications Network &#8211; ведущая коммуникационная и PR-сеть в России. Агентство работает на рынке PR более 24 лет и реализовало сотни коммуникационных проектов, включая информационную поддержку и публичное продвижение национальных приоритетных проектов",Москва,+7 (495) 624-03-01,6.0
7710586368,OMD Media Direction,2019.0,1619819000.0,communication,https://companies.rbc.ru/,73.11,113  сотрудников,https://bbdogroup.ru/about/agency/omd/,OMD Media Direction предлагает полный спектр медиа-услуг. Медийное агентство основано в России в 1997 году и входит в состав MEDIA DIRECTION GROUP (холдинг BBDO Group),Москва, +7 (495) 783-44-48,6.5
7709786161,iMARS,2018.0,107751000.0,communication,https://companies.rbc.ru/,73.1,,http://www.imars.ru/main.php,"iMARS – одна из российских коммуникационных групп, предоставляющая полный спектр услуг в области маркетинговых коммуникаций. В отношениях с клиентами iMARS &#8211; это, прежде всего, партнер и единомышленник",Москва,+7(495)234-57-46,6.1
7726372393,Servizoria,2021.0,506063000.0,merchendayzing,https://companies.rbc.ru/,73.20,9  сотрудников,https://servizoria.ru,Компания Servizoria была основана в 2016 году в Москве и специализируется на предоставлении услуг Mystery Shopping (Тайный Покупатель) и улучшении качества обслуживания потребителей. Агентство имеет значительный опыт реализации проектов в России и других странах СНГ,Москва,+7 (495) 268-02-44,4.7
7726372393,Servizoria,2021.0,506063000.0,btl,https://companies.rbc.ru/,73.20,9  сотрудников,https://servizoria.ru,Компания Servizoria была основана в 2016 году в Москве и специализируется на предоставлении услуг Mystery Shopping (Тайный Покупатель) и улучшении качества обслуживания потребителей. Агентство имеет значительный опыт реализации проектов в России и других странах СНГ,Москва,+7 (495) 268-02-44,4.7
7726372393,Servizoria,2021.0,506063000.0,event,https://companies.rbc.ru/,73.20,9  сотрудников,https://servizoria.ru,Компания Servizoria была основана в 2016 году в Москве и специализируется на предоставлении услуг Mystery Shopping (Тайный Покупатель) и улучшении качества обслуживания потребителей. Агентство имеет значительный опыт реализации проектов в России и других странах СНГ,Москва,+7 (495) 268-02-44,4.7
7707749887,Marvelous,2024.0,327676000.0,btl,https://companies.rbc.ru/,73.11,9  сотрудников,https://marvelous.ru/,"Независимое креативное агентство Marvelous («Марвелос», ранее — Fresh Solutions) было основано в 2013 году в Москве. Агентство предлагает полный цикл услуг по реализации интегрированных кампаний, включая digital-активности, организацию рекламных мероприятий, PR и маркетинг в социальных сетях, разработку креативных стратегий и сценариев, а также производство видео для рекламных кампаний",Москва,+7 (495) 604-10-57,4.5
7733867809,Main Target Group,2023.0,701387000.0,full-cycle,https://companies.rbc.ru/,73.11,17  сотрудников,https://main-target.ru/,"Main Target Group – агентство полного цикла, предлагающее полный спектр рекламных решений:

Маркетинговые пакеты Main Target Group в социальных сетях включают настройку или обновление страниц бизнес-профиля на различных платформах. Это включает в себя графический дизайн и верстку, описания страниц, подбор изображений и видео для передачи рекламного сообщения, эффективные призывы к действию (CTA), формы для сбора потенциальных клиентов и эффективные целевые страницы",Москва, +7 (495) 269-03-17,6.0
7728677256,red_mad_robot,2018.0,610553000.0,full-cycle,https://companies.rbc.ru/,62.0,1 сотрудник,https://redmadrobot.ru/,"red_mad_robot предоставляет комплексные цифровые решения для компаний из различных сфер: от финтеха до медицины и промышленности. Специализируясь на полном цикле разработки, компания охватывает этапы от рыночных исследований и стратегического консалтинга до реализации и запуска готового продукта",Москва,+7 (495) 933-05-95,7.5
7447301466,Hunter Mob,2023.0,676806000.0,full-cycle,https://companies.rbc.ru/,73.11,1 сотрудник,https://huntermob.ru/?utm_source=marketing-tech&amp;utm_medium=referral&amp;utm_campaign=partner_promo&amp;utm_content=profile&amp;geo={geo}&amp;gender={gender}&amp;age={age},"Digital-агентство HunterMob
Агентство мобильного маркетинга с акцентом на креоформанс
HunterMob — один из ключевых игроков рынка мобильного маркетинга. Агентство уже 10+ лет объединяет инновационные идеи и актуальные технологии для достижения реальных результатов",Челябинск,+7 (963) 465-61-25,4.5
7737069568,DDVB,2024.0,228017000.0,btl,https://companies.rbc.ru/,70.22,20  сотрудников,https://www.ddvb.ru/,"DDVB — опытное брендинговое агентство полного цикла.
Уже более 30 лет они помогают компаниям создавать, обновлять и развивать бренды, которые приносят результат и выделяются в любой среде — от полки до экрана",Москва,+7 (495) 916-01-23,8.7
7737069568,DDVB,2024.0,228017000.0,full-cycle,https://companies.rbc.ru/,70.22,20  сотрудников,https://www.ddvb.ru/,"DDVB — опытное брендинговое агентство полного цикла.
Уже более 30 лет они помогают компаниям создавать, обновлять и развивать бренды, которые приносят результат и выделяются в любой среде — от полки до экрана",Москва,+7 (495) 916-01-23,8.7
6662126172,DeltaClick x D Innovate Group,2024.0,1418221000.0,full-cycle,https://companies.rbc.ru/,73.11,42  сотрудника,https://deltaclick.ru/?utm_source=marketing-tech&amp;utm_medium=marketing,"DeltaClick — это команда экспертов, которая соединяет маркетинговую, отраслевую и инструментальную экспертизу для достижения ваших бизнес-целей.
Агентство специализируется на создании digital-кампаний, работающих на результат, разработке комплексных решений, которые охватывают все этапы воронки продаж",Москва,+7 (495) 139-06-58,8.2
6662126172,DeltaClick x D Innovate Group,2024.0,1418221000.0,communication,https://companies.rbc.ru/,73.11,42  сотрудника,https://deltaclick.ru/?utm_source=marketing-tech&amp;utm_medium=marketing,"DeltaClick — это команда экспертов, которая соединяет маркетинговую, отраслевую и инструментальную экспертизу для достижения ваших бизнес-целей.
Агентство специализируется на создании digital-кампаний, работающих на результат, разработке комплексных решений, которые охватывают все этапы воронки продаж",Москва,+7 (495) 139-06-58,8.2
7708250280,4 Пикселя,2024.0,2613525000.0,full-cycle,https://companies.rbc.ru/,63.11,40  сотрудников,https://4px.ru/?utm_source=marketing-tech,"«4 пикселя» (4PX) – диджитал-агентство полного цикла, осуществляет комплексный подход к интернет-маркетингу. Компания основана в 2008 году",Москва,+7 (495) 106-38-89,8.3
7729668550,Soft Media Group,2023.0,249223000.0,full-cycle,https://companies.rbc.ru/,62.0,36  сотрудников,https://softmg.ru/,Компания Soft Media Group на рынке IT с 2010 года. За это время она реализовала более 500 проектов для различных ниш бизнеса и государства,Москва,+7 (495) 532-72-71 ,6.9
7710703730,Nectarin,2024.0,2739611000.0,event,https://companies.rbc.ru/,73.11,,https://nectarin.ru,"Nectarin &#8211; одно из крупнейших в РФ агентств с digital-ДНК, которое предоставляет полный сервис.
Целью Nectarin является использование технологий для того, чтобы люди и бренды стали близки друг другу",Москва,+7 (499) 551-55-51,7.5
7734484950,Moscow Event,2024.0,109478000.0,event,https://companies.rbc.ru/,93.29,,https://mskevent.com/,"Философия MOSCOW EVENT  — созидательный креатив. Создаютют неповторимое: то, что будут помнить и то, что помогает достигать поставленной цели!
Основная ценность — время клиентов, которые  могут приятно и с пользой провести ваш день, не потратив ни секунды своего драгоценного времени, так как вся организационная рутина — на MOSCOW EVENT!
Агентство работает по принципу TCS TASK – CREATIVE – SUCCESS = создают эмоции, решающие конкретные задачи клиентов, с помощью СОБЫТИЯ",Москва,+7 (495) 481-22-33,6.5
7725688242,JAMI,2024.0,962278000.0,communication,https://companies.rbc.ru/,73.11,46  сотрудников,https://www.jami.ru/,"JAMI &#8211; это коммуникационная группа, которая предоставляет клиентам бизнес-результаты в современном цифровом контексте. JAMI управляет и реализует креативные и медийные SMM-проекты, направленные на достижение бизнес-результатов",Москва,+7 (495) 649-65-29,7.8
7734529922,ONY,2024.0,240986000.0,communication,https://companies.rbc.ru/,62.01,6  сотрудников,https://ony.ru/,"Основными направлениями агентства являются стратегия, брендинг и digital-решения для компаний, которые готовы менять правила игры на своих рынках. Агентство помогает компаниям развиваться в цифровой среде, делать продукты доступнее, а сервис удобнее",Москва,+7 (495) 120-78-88,7.3
